file_name,harmonic,closeness_centrality,pagerank,degree_centrality,betweenness_centrality,all_subgraphs
es_gsd-ud-train_122.graphml,2,1,2,2,1,1
es_gsd-ud-train_7629.graphml,1,2,1,1,1,2
es_gsd-ud-train_5049.graphml,1,0,1,1,0,0
es_gsd-ud-train_12744.graphml,2,3,4,2,2,3
es_gsd-ud-train_1365.graphml,2,2,0,0,2,2
es_gsd-ud-train_2996.graphml,1,1,2,2,1,1
es_gsd-ud-train_9949.graphml,1,1,3,1,1,1
es_gsd-ud-train_4543.graphml,0,1,0,0,0,0
es_gsd-ud-train_11556.graphml,1,1,1,1,1,1
es_gsd-ud-train_2177.graphml,0,0,1,1,0,0
es_gsd-ud-train_7751.graphml,2,1,2,2,0,1
es_gsd-ud-train_5131.graphml,0,0,0,0,0,0
es_gsd-ud-train_13336.graphml,4,2,0,0,2,3
es_gsd-ud-train_9831.graphml,0,0,0,0,0,0
es_gsd-ud-train_1520.graphml,0,0,1,1,0,0
es_gsd-ud-train_12101.graphml,1,1,2,2,1,1
es_gsd-ud-train_4306.graphml,0,3,0,0,2,3
es_gsd-ud-train_6566.graphml,1,1,2,1,1,1
es_gsd-ud-train_12898.graphml,1,1,1,1,1,1
es_gsd-ud-train_3340.graphml,3,3,1,1,3,3
es_gsd-ud-train_10761.graphml,1,0,1,0,1,0
es_gsd-ud-train_9695.graphml,2,0,2,2,0,1
es_gsd-ud-train_767.graphml,2,2,0,0,2,2
es_gsd-ud-train_1458.graphml,0,0,0,0,0,0
es_gsd-ud-train_12079.graphml,0,1,1,1,0,1
es_gsd-ud-train_5774.graphml,1,1,1,1,1,1
es_gsd-ud-train_13573.graphml,0,0,0,0,0,0
es_gsd-ud-train_2732.graphml,1,1,1,1,1,1
es_gsd-ud-train_11313.graphml,1,1,0,0,1,1
es_gsd-ud-train_7114.graphml,1,1,0,0,1,1
es_gsd-ud-train_3238.graphml,1,1,1,1,1,1
es_gsd-ud-train_10619.graphml,2,2,3,1,2,2
es_gsd-ud-train_12888.graphml,2,2,3,1,2,2
es_gsd-ud-train_6576.graphml,1,1,1,1,1,1
es_gsd-ud-train_777.graphml,0,0,3,0,0,1
es_gsd-ud-train_3350.graphml,2,2,2,2,2,2
es_gsd-ud-train_10771.graphml,0,0,1,0,0,0
es_gsd-ud-train_9685.graphml,1,1,1,1,1,1
es_gsd-ud-train_1530.graphml,0,0,0,0,0,1
es_gsd-ud-train_12111.graphml,1,1,1,1,1,1
es_gsd-ud-train_4316.graphml,1,1,2,1,1,1
es_gsd-ud-train_2722.graphml,1,1,4,1,1,1
es_gsd-ud-train_11303.graphml,0,0,0,0,0,0
es_gsd-ud-train_3228.graphml,0,1,4,4,0,1
es_gsd-ud-train_10609.graphml,1,1,1,1,1,1
es_gsd-ud-train_7104.graphml,1,0,3,1,1,1
es_gsd-ud-train_5764.graphml,1,0,1,1,0,0
es_gsd-ud-train_1448.graphml,1,1,0,0,1,1
es_gsd-ud-train_12069.graphml,0,0,0,0,0,0
es_gsd-ud-train_13563.graphml,4,3,4,4,3,3
es_gsd-ud-train_7680.graphml,0,0,0,0,0,0
es_gsd-ud-train_9079.graphml,0,1,0,0,1,1
es_gsd-ud-train_11487.graphml,1,0,1,1,0,0
es_gsd-ud-train_8573.graphml,1,0,1,1,1,1
es_gsd-ud-train_5979.graphml,3,2,3,2,3,3
es_gsd-ud-train_812.graphml,1,1,1,1,1,1
es_gsd-ud-train_10814.graphml,4,2,4,4,4,3
es_gsd-ud-train_9101.graphml,0,0,0,0,0,0
es_gsd-ud-train_5801.graphml,1,1,2,1,1,1
es_gsd-ud-train_9898.graphml,1,1,1,1,1,1
es_gsd-ud-train_4492.graphml,0,0,0,0,0,0
es_gsd-ud-train_5198.graphml,2,2,2,2,2,2
es_gsd-ud-train_12695.graphml,1,0,1,1,1,1
es_gsd-ud-train_2847.graphml,4,4,4,4,4,4
es_gsd-ud-train_10804.graphml,2,2,2,2,2,2
es_gsd-ud-train_802.graphml,1,1,1,1,1,1
es_gsd-ud-train_9069.graphml,1,1,1,1,1,1
es_gsd-ud-train_7690.graphml,1,1,1,1,1,1
es_gsd-ud-train_5969.graphml,0,1,0,0,1,1
es_gsd-ud-train_11497.graphml,0,0,3,0,0,0
es_gsd-ud-train_8563.graphml,4,3,5,4,3,3
es_gsd-ud-train_4482.graphml,0,0,0,0,0,0
es_gsd-ud-train_9888.graphml,1,1,1,1,1,1
es_gsd-ud-train_12685.graphml,0,0,0,0,0,0
es_gsd-ud-train_2857.graphml,4,3,0,0,3,3
es_gsd-ud-train_5188.graphml,4,2,4,4,2,2
es_gsd-ud-train_9111.graphml,0,1,0,0,1,1
es_gsd-ud-train_5811.graphml,2,1,2,2,0,1
es_gsd-ud-train_12821.graphml,0,0,0,0,0,0
es_gsd-ud-train_8326.graphml,1,1,1,1,1,1
es_gsd-ud-train_1599.graphml,2,2,2,2,2,2
es_gsd-ud-train_3281.graphml,1,1,2,1,1,1
es_gsd-ud-train_9754.graphml,1,2,2,2,2,2
es_gsd-ud-train_12959.graphml,1,1,1,1,1,1
es_gsd-ud-train_7834.graphml,1,0,1,1,1,1
es_gsd-ud-train_1589.graphml,0,0,0,0,0,0
es_gsd-ud-train_8336.graphml,0,1,0,0,1,1
es_gsd-ud-train_12831.graphml,1,0,1,1,1,1
es_gsd-ud-train_7824.graphml,1,1,1,1,1,1
es_gsd-ud-train_3291.graphml,0,0,1,1,0,0
es_gsd-ud-train_9744.graphml,1,1,1,1,1,1
es_gsd-ud-train_12949.graphml,0,0,0,0,0,0
es_gsd-ud-train_3906.graphml,1,1,1,1,1,1
es_gsd-ud-train_8040.graphml,0,0,2,2,0,0
es_gsd-ud-train_2595.graphml,1,1,1,1,1,1
es_gsd-ud-train_4940.graphml,0,1,2,0,1,1
es_gsd-ud-train_11955.graphml,0,2,1,0,2,2
es_gsd-ud-train_1787.graphml,0,0,0,0,0,0
es_gsd-ud-train_8138.graphml,0,0,0,0,0,0
es_gsd-ud-train_4838.graphml,0,0,0,0,0,0
es_gsd-ud-train_9432.graphml,1,1,1,0,1,1
es_gsd-ud-train_8050.graphml,0,0,0,0,0,0
es_gsd-ud-train_2585.graphml,4,3,5,4,3,3
es_gsd-ud-train_4950.graphml,0,0,0,0,0,0
es_gsd-ud-train_3916.graphml,1,1,1,1,1,1
es_gsd-ud-train_8128.graphml,1,1,1,1,1,1
es_gsd-ud-train_9422.graphml,0,0,1,0,0,0
es_gsd-ud-train_4828.graphml,1,1,2,0,1,1
es_gsd-ud-train_11945.graphml,2,2,2,2,2,2
es_gsd-ud-train_1797.graphml,1,0,1,1,0,0
es_gsd-ud-train_6975.graphml,2,2,1,1,2,2
es_gsd-ud-train_5386.graphml,2,4,8,2,4,4
es_gsd-ud-train_13181.graphml,1,1,1,1,1,1
es_gsd-ud-train_1933.graphml,2,2,0,0,2,2
es_gsd-ud-train_8615.graphml,4,3,4,4,4,3
es_gsd-ud-train_13818.graphml,2,1,2,2,1,1
es_gsd-ud-train_6194.graphml,1,1,4,0,1,1
es_gsd-ud-train_11699.graphml,0,0,0,0,0,0
es_gsd-ud-train_9267.graphml,0,1,0,0,1,1
es_gsd-ud-train_13960.graphml,0,1,4,0,1,1
es_gsd-ud-train_10393.graphml,1,0,2,0,0,1
es_gsd-ud-train_395.graphml,1,0,1,1,0,0
es_gsd-ud-train_1923.graphml,0,0,0,0,0,0
es_gsd-ud-train_8605.graphml,2,2,2,2,2,2
es_gsd-ud-train_13808.graphml,3,3,2,2,3,3
es_gsd-ud-train_6965.graphml,1,1,1,1,1,1
es_gsd-ud-train_5396.graphml,1,1,1,1,1,1
es_gsd-ud-train_13191.graphml,1,6,1,1,6,6
es_gsd-ud-train_11689.graphml,0,0,2,2,0,0
es_gsd-ud-train_6184.graphml,0,1,0,0,1,1
es_gsd-ud-train_385.graphml,1,1,1,1,1,1
es_gsd-ud-train_13970.graphml,2,1,2,2,1,1
es_gsd-ud-train_9277.graphml,2,3,1,1,2,2
es_gsd-ud-train_10383.graphml,1,1,1,1,1,1
es_gsd-ud-train_1951.graphml,0,2,0,0,2,1
es_gsd-ud-train_8677.graphml,1,1,0,0,1,1
es_gsd-ud-train_11783.graphml,7,3,7,7,2,4
es_gsd-ud-train_7584.graphml,2,2,3,3,2,2
es_gsd-ud-train_10289.graphml,2,2,1,1,2,2
es_gsd-ud-train_6917.graphml,3,2,1,1,3,3
es_gsd-ud-train_1829.graphml,1,1,1,1,1,1
es_gsd-ud-train_9205.graphml,0,0,0,0,0,0
es_gsd-ud-train_13902.graphml,1,1,1,1,1,1
es_gsd-ud-train_12591.graphml,1,1,1,1,1,1
es_gsd-ud-train_4796.graphml,0,1,0,0,1,1
es_gsd-ud-train_6907.graphml,0,0,0,0,0,0
es_gsd-ud-train_1941.graphml,1,1,2,1,1,1
es_gsd-ud-train_8667.graphml,0,0,0,0,0,0
es_gsd-ud-train_11793.graphml,1,1,2,1,1,1
es_gsd-ud-train_10299.graphml,0,0,0,0,0,0
es_gsd-ud-train_7594.graphml,1,1,2,2,1,1
es_gsd-ud-train_12581.graphml,0,0,0,0,0,0
es_gsd-ud-train_4786.graphml,0,1,0,0,0,1
es_gsd-ud-train_1839.graphml,0,0,2,2,0,0
es_gsd-ud-train_13912.graphml,2,1,2,2,2,1
es_gsd-ud-train_9215.graphml,0,0,0,0,0,0
es_gsd-ud-train_8022.graphml,1,1,1,1,1,1
es_gsd-ud-train_9528.graphml,0,0,0,0,0,0
es_gsd-ud-train_4922.graphml,0,1,2,0,1,1
es_gsd-ud-train_3964.graphml,1,0,2,2,2,0
es_gsd-ud-train_9450.graphml,1,1,1,1,1,1
es_gsd-ud-train_3185.graphml,2,2,2,2,2,2
es_gsd-ud-train_11937.graphml,1,1,1,0,1,1
es_gsd-ud-train_3974.graphml,1,1,1,1,1,1
es_gsd-ud-train_8032.graphml,1,1,1,1,1,1
es_gsd-ud-train_4932.graphml,0,0,0,0,0,0
es_gsd-ud-train_9538.graphml,1,1,3,3,1,1
es_gsd-ud-train_11927.graphml,2,2,2,2,2,2
es_gsd-ud-train_9440.graphml,1,0,0,0,0,1
es_gsd-ud-train_3195.graphml,0,0,0,0,0,0
es_gsd-ud-train_2691.graphml,2,2,0,0,2,2
es_gsd-ud-train_12843.graphml,2,2,2,2,2,2
es_gsd-ud-train_8344.graphml,1,1,1,1,1,1
es_gsd-ud-train_7856.graphml,1,0,4,4,1,0
es_gsd-ud-train_1483.graphml,1,1,1,1,2,1
es_gsd-ud-train_9736.graphml,2,1,2,2,2,1
es_gsd-ud-train_2681.graphml,1,0,1,1,1,1
es_gsd-ud-train_8354.graphml,1,1,1,1,1,1
es_gsd-ud-train_12853.graphml,2,2,5,1,2,2
es_gsd-ud-train_9726.graphml,1,1,0,0,1,1
es_gsd-ud-train_7846.graphml,2,2,3,2,2,2
es_gsd-ud-train_1493.graphml,1,0,1,1,1,0
es_gsd-ud-train_870.graphml,2,2,2,2,2,2
es_gsd-ud-train_4588.graphml,1,1,0,0,1,1
es_gsd-ud-train_9982.graphml,1,1,1,1,1,1
es_gsd-ud-train_13285.graphml,0,0,1,0,0,0
es_gsd-ud-train_10876.graphml,1,1,0,0,1,1
es_gsd-ud-train_5082.graphml,0,0,1,1,0,0
es_gsd-ud-train_8511.graphml,0,0,0,0,0,0
es_gsd-ud-train_908.graphml,0,0,1,0,0,0
es_gsd-ud-train_2825.graphml,0,0,1,1,0,0
es_gsd-ud-train_10097.graphml,1,3,1,1,2,3
es_gsd-ud-train_9163.graphml,0,0,2,0,0,0
es_gsd-ud-train_6290.graphml,1,1,1,1,1,1
es_gsd-ud-train_5863.graphml,0,0,1,0,0,0
es_gsd-ud-train_8469.graphml,2,2,7,0,2,2
es_gsd-ud-train_8501.graphml,1,1,2,0,1,1
es_gsd-ud-train_13295.graphml,0,1,0,0,0,1
es_gsd-ud-train_9992.graphml,0,0,0,0,0,0
es_gsd-ud-train_10866.graphml,1,1,1,1,1,1
es_gsd-ud-train_860.graphml,1,1,4,4,1,2
es_gsd-ud-train_4598.graphml,0,0,0,0,0,0
es_gsd-ud-train_5092.graphml,2,1,0,0,2,2
es_gsd-ud-train_10087.graphml,1,1,0,0,1,1
es_gsd-ud-train_9173.graphml,1,0,1,1,0,0
es_gsd-ud-train_8479.graphml,0,0,0,0,0,0
es_gsd-ud-train_6280.graphml,2,2,2,2,2,2
es_gsd-ud-train_5873.graphml,0,0,2,2,0,0
es_gsd-ud-train_918.graphml,1,3,0,0,3,3
es_gsd-ud-train_2835.graphml,1,1,1,1,1,1
es_gsd-ud-train_6504.graphml,1,2,1,1,2,2
es_gsd-ud-train_2628.graphml,1,2,1,1,2,2
es_gsd-ud-train_11209.graphml,1,1,1,1,1,1
es_gsd-ud-train_3322.graphml,1,1,1,1,1,1
es_gsd-ud-train_10703.graphml,0,0,0,0,0,0
es_gsd-ud-train_705.graphml,0,0,1,0,0,0
es_gsd-ud-train_1542.graphml,1,1,1,1,1,1
es_gsd-ud-train_12163.graphml,2,1,2,2,2,1
es_gsd-ud-train_13469.graphml,0,1,3,0,0,1
es_gsd-ud-train_4364.graphml,0,1,0,0,1,0
es_gsd-ud-train_7997.graphml,1,1,3,1,1,1
es_gsd-ud-train_2750.graphml,1,1,1,1,1,1
es_gsd-ud-train_11371.graphml,2,2,2,2,2,2
es_gsd-ud-train_12982.graphml,0,0,1,0,0,0
es_gsd-ud-train_8285.graphml,2,2,1,1,2,2
es_gsd-ud-train_7176.graphml,3,3,3,3,3,3
es_gsd-ud-train_5716.graphml,1,1,1,1,1,1
es_gsd-ud-train_13511.graphml,0,0,0,0,0,0
es_gsd-ud-train_1552.graphml,1,1,2,2,1,1
es_gsd-ud-train_12173.graphml,1,1,1,1,1,1
es_gsd-ud-train_4374.graphml,1,1,1,1,1,1
es_gsd-ud-train_7987.graphml,1,1,2,2,1,1
es_gsd-ud-train_13479.graphml,2,2,3,3,2,2
es_gsd-ud-train_2638.graphml,0,0,0,0,0,0
es_gsd-ud-train_11219.graphml,0,1,0,0,0,0
es_gsd-ud-train_6514.graphml,1,1,3,0,1,1
es_gsd-ud-train_715.graphml,0,0,0,0,0,0
es_gsd-ud-train_3332.graphml,1,1,0,0,1,1
es_gsd-ud-train_10713.graphml,2,1,2,1,1,2
es_gsd-ud-train_5706.graphml,1,1,1,1,2,1
es_gsd-ud-train_13501.graphml,2,0,2,0,0,0
es_gsd-ud-train_2740.graphml,1,1,1,1,1,1
es_gsd-ud-train_11361.graphml,1,1,2,1,2,1
es_gsd-ud-train_8295.graphml,0,0,0,0,0,0
es_gsd-ud-train_12992.graphml,2,2,2,2,2,2
es_gsd-ud-train_7166.graphml,2,1,1,0,2,2
es_gsd-ud-train_6351.graphml,4,4,4,4,4,4
es_gsd-ud-train_150.graphml,1,1,1,1,1,1
es_gsd-ud-train_10156.graphml,2,2,3,2,2,2
es_gsd-ud-train_3577.graphml,2,2,2,2,2,2
es_gsd-ud-train_12736.graphml,0,0,0,0,0,0
es_gsd-ud-train_1317.graphml,3,4,6,6,4,4
es_gsd-ud-train_4531.graphml,4,3,0,0,4,3
es_gsd-ud-train_6229.graphml,1,1,2,0,1,1
es_gsd-ud-train_11524.graphml,1,1,1,1,1,1
es_gsd-ud-train_2105.graphml,1,1,1,1,1,1
es_gsd-ud-train_7723.graphml,1,1,1,1,1,1
es_gsd-ud-train_5143.graphml,0,0,0,0,0,0
es_gsd-ud-train_9843.graphml,1,1,1,1,1,1
es_gsd-ud-train_13344.graphml,3,3,3,3,3,3
es_gsd-ud-train_4449.graphml,1,1,1,1,1,1
es_gsd-ud-train_12726.graphml,2,0,2,2,2,1
es_gsd-ud-train_1307.graphml,1,1,1,1,1,1
es_gsd-ud-train_4521.graphml,2,2,2,2,2,2
es_gsd-ud-train_6341.graphml,2,0,2,2,0,0
es_gsd-ud-train_10146.graphml,1,1,1,1,1,1
es_gsd-ud-train_3567.graphml,2,2,2,2,2,2
es_gsd-ud-train_140.graphml,1,1,1,1,1,1
es_gsd-ud-train_5153.graphml,0,0,0,0,0,0
es_gsd-ud-train_4459.graphml,1,1,2,1,1,1
es_gsd-ud-train_13354.graphml,2,2,3,2,2,2
es_gsd-ud-train_9853.graphml,0,0,0,0,0,0
es_gsd-ud-train_11534.graphml,0,0,1,1,0,0
es_gsd-ud-train_2115.graphml,0,0,0,0,0,0
es_gsd-ud-train_6239.graphml,0,0,0,0,0,0
es_gsd-ud-train_7733.graphml,1,0,2,2,0,0
es_gsd-ud-train_4657.graphml,0,0,0,0,0,0
es_gsd-ud-train_1071.graphml,1,0,1,1,1,1
es_gsd-ud-train_12450.graphml,1,0,2,1,1,0
es_gsd-ud-train_236.graphml,1,0,1,0,0,0
es_gsd-ud-train_3611.graphml,1,1,1,1,1,1
es_gsd-ud-train_10230.graphml,0,0,0,0,0,0
es_gsd-ud-train_6037.graphml,1,1,1,1,1,1
es_gsd-ud-train_13022.graphml,5,4,5,5,5,5
es_gsd-ud-train_5225.graphml,1,1,1,1,1,1
es_gsd-ud-train_1109.graphml,0,0,0,0,0,0
es_gsd-ud-train_12528.graphml,0,1,2,0,1,1
es_gsd-ud-train_3769.graphml,0,1,3,0,0,1
es_gsd-ud-train_10348.graphml,1,1,5,0,1,1
es_gsd-ud-train_75.graphml,0,0,2,0,0,0
es_gsd-ud-train_7445.graphml,2,2,2,2,2,2
es_gsd-ud-train_14064.graphml,6,5,6,6,6,5
es_gsd-ud-train_1890.graphml,1,1,1,1,1,1
es_gsd-ud-train_2263.graphml,0,0,0,0,0,0
es_gsd-ud-train_11642.graphml,1,0,1,1,1,0
es_gsd-ud-train_3601.graphml,1,1,0,0,1,1
es_gsd-ud-train_10220.graphml,1,1,1,1,1,1
es_gsd-ud-train_226.graphml,8,7,8,8,8,8
es_gsd-ud-train_6027.graphml,1,1,1,1,1,1
es_gsd-ud-train_4647.graphml,2,1,3,0,2,2
es_gsd-ud-train_1061.graphml,1,1,1,1,1,1
es_gsd-ud-train_12440.graphml,1,1,1,1,1,1
es_gsd-ud-train_7455.graphml,2,1,0,0,1,1
es_gsd-ud-train_65.graphml,0,0,2,2,0,0
es_gsd-ud-train_14074.graphml,1,1,0,0,1,1
es_gsd-ud-train_3779.graphml,1,0,1,1,1,0
es_gsd-ud-train_10358.graphml,2,2,4,4,2,1
es_gsd-ud-train_1880.graphml,0,1,2,0,0,1
es_gsd-ud-train_2273.graphml,2,1,2,2,0,1
es_gsd-ud-train_11652.graphml,1,1,0,0,1,1
es_gsd-ud-train_13032.graphml,2,1,0,0,0,1
es_gsd-ud-train_1119.graphml,1,1,0,0,1,1
es_gsd-ud-train_12538.graphml,0,0,0,0,0,0
es_gsd-ud-train_5235.graphml,0,0,0,0,0,0
es_gsd-ud-train_4002.graphml,3,3,3,3,3,3
es_gsd-ud-train_5508.graphml,3,2,3,3,3,2
es_gsd-ud-train_12205.graphml,0,0,0,0,0,0
es_gsd-ud-train_8902.graphml,0,1,1,1,1,1
es_gsd-ud-train_1624.graphml,1,1,1,1,1,1
es_gsd-ud-train_9591.graphml,1,0,1,1,0,0
es_gsd-ud-train_10465.graphml,0,0,0,0,0,0
es_gsd-ud-train_3044.graphml,3,2,0,0,2,3
es_gsd-ud-train_463.graphml,0,0,0,0,0,0
es_gsd-ud-train_7368.graphml,0,0,1,1,0,0
es_gsd-ud-train_6662.graphml,0,0,0,0,0,0
es_gsd-ud-train_13677.graphml,2,2,2,2,2,2
es_gsd-ud-train_5470.graphml,1,0,1,1,1,1
es_gsd-ud-train_7210.graphml,0,0,1,0,0,0
es_gsd-ud-train_11017.graphml,0,0,0,0,0,0
es_gsd-ud-train_2436.graphml,0,0,2,0,0,0
es_gsd-ud-train_473.graphml,0,0,0,0,0,0
es_gsd-ud-train_7378.graphml,2,2,0,0,2,2
es_gsd-ud-train_9581.graphml,2,1,0,0,2,1
es_gsd-ud-train_10475.graphml,3,2,3,3,3,2
es_gsd-ud-train_3054.graphml,2,2,0,0,2,2
es_gsd-ud-train_6672.graphml,2,2,2,2,2,2
es_gsd-ud-train_4012.graphml,1,1,1,1,1,1
es_gsd-ud-train_8912.graphml,2,2,2,2,2,2
es_gsd-ud-train_12215.graphml,2,4,6,2,5,4
es_gsd-ud-train_1634.graphml,2,1,2,2,2,1
es_gsd-ud-train_5518.graphml,0,0,0,0,0,0
es_gsd-ud-train_7200.graphml,2,2,0,0,2,2
es_gsd-ud-train_11007.graphml,1,1,2,1,1,1
es_gsd-ud-train_2426.graphml,2,2,2,2,2,2
es_gsd-ud-train_13667.graphml,2,1,2,2,1,1
es_gsd-ud-train_5460.graphml,0,1,3,0,0,1
es_gsd-ud-train_11812.graphml,0,0,2,2,0,0
es_gsd-ud-train_3939.graphml,1,1,1,1,1,1
es_gsd-ud-train_6686.graphml,2,2,5,5,2,2
es_gsd-ud-train_10481.graphml,2,0,3,3,0,2
es_gsd-ud-train_9575.graphml,0,0,0,0,0,0
es_gsd-ud-train_487.graphml,0,0,0,0,0,0
es_gsd-ud-train_12399.graphml,1,1,1,1,1,1
es_gsd-ud-train_5494.graphml,2,2,2,2,2,2
es_gsd-ud-train_3841.graphml,0,0,0,0,0,0
es_gsd-ud-train_13693.graphml,2,1,2,2,2,1
es_gsd-ud-train_8107.graphml,1,1,1,1,1,0
es_gsd-ud-train_4807.graphml,3,2,2,2,3,2
es_gsd-ud-train_6696.graphml,1,0,1,1,1,1
es_gsd-ud-train_497.graphml,1,1,3,0,1,1
es_gsd-ud-train_10491.graphml,0,2,0,0,2,2
es_gsd-ud-train_9565.graphml,2,1,2,2,2,1
es_gsd-ud-train_11802.graphml,0,0,0,0,0,0
es_gsd-ud-train_3929.graphml,0,1,0,0,1,1
es_gsd-ud-train_8117.graphml,0,1,3,0,1,1
es_gsd-ud-train_4817.graphml,1,0,1,1,1,1
es_gsd-ud-train_5484.graphml,1,1,1,1,1,1
es_gsd-ud-train_12389.graphml,0,0,0,0,0,0
es_gsd-ud-train_3851.graphml,5,2,5,5,2,2
es_gsd-ud-train_13683.graphml,0,0,0,0,0,0
es_gsd-ud-train_1095.graphml,0,0,0,0,0,0
es_gsd-ud-train_9320.graphml,4,3,5,4,4,4
es_gsd-ud-train_13827.graphml,0,0,0,0,0,0
es_gsd-ud-train_6832.graphml,0,0,0,0,0,0
es_gsd-ud-train_8752.graphml,0,1,0,0,0,1
es_gsd-ud-train_2287.graphml,0,3,4,0,3,3
es_gsd-ud-train_1874.graphml,3,3,1,1,3,3
es_gsd-ud-train_9258.graphml,1,1,1,1,1,1
es_gsd-ud-train_14080.graphml,1,1,1,1,1,1
es_gsd-ud-train_91.graphml,1,1,0,0,1,1
es_gsd-ud-train_13837.graphml,2,4,2,2,2,3
es_gsd-ud-train_9330.graphml,0,2,0,0,2,2
es_gsd-ud-train_1085.graphml,0,0,0,0,0,0
es_gsd-ud-train_8742.graphml,1,1,2,1,1,1
es_gsd-ud-train_2297.graphml,2,2,0,0,2,2
es_gsd-ud-train_1864.graphml,1,1,1,1,1,1
es_gsd-ud-train_14090.graphml,0,1,0,0,1,1
es_gsd-ud-train_81.graphml,0,0,0,0,0,0
es_gsd-ud-train_9248.graphml,1,1,2,1,1,1
es_gsd-ud-train_6822.graphml,1,1,1,0,1,1
es_gsd-ud-train_3593.graphml,0,1,0,0,1,1
es_gsd-ud-train_9046.graphml,3,1,3,3,0,1
es_gsd-ud-train_2099.graphml,0,0,0,0,0,0
es_gsd-ud-train_5946.graphml,2,2,0,0,2,2
es_gsd-ud-train_2900.graphml,2,2,3,2,2,2
es_gsd-ud-train_8434.graphml,1,1,2,1,1,1
es_gsd-ud-train_10953.graphml,0,1,0,0,2,1
es_gsd-ud-train_955.graphml,2,1,3,0,2,1
es_gsd-ud-train_2878.graphml,2,2,3,3,2,2
es_gsd-ud-train_2910.graphml,0,0,1,0,0,0
es_gsd-ud-train_3583.graphml,1,1,1,1,1,1
es_gsd-ud-train_9056.graphml,0,0,0,0,0,0
es_gsd-ud-train_5956.graphml,0,0,2,0,0,0
es_gsd-ud-train_2089.graphml,3,3,2,2,3,3
es_gsd-ud-train_945.graphml,0,1,1,0,0,1
es_gsd-ud-train_10943.graphml,1,0,1,1,0,0
es_gsd-ud-train_2868.graphml,0,0,0,0,0,0
es_gsd-ud-train_8424.graphml,0,0,0,0,0,0
es_gsd-ud-train_9613.graphml,0,0,3,3,0,0
es_gsd-ud-train_8319.graphml,0,0,1,0,0,0
es_gsd-ud-train_7973.graphml,1,1,1,1,1,1
es_gsd-ud-train_4380.graphml,4,4,6,0,4,4
es_gsd-ud-train_12187.graphml,0,1,0,0,0,1
es_gsd-ud-train_699.graphml,0,0,0,0,0,0
es_gsd-ud-train_7192.graphml,2,2,2,2,2,2
es_gsd-ud-train_12966.graphml,1,1,1,1,1,0
es_gsd-ud-train_8261.graphml,1,1,0,0,1,1
es_gsd-ud-train_11395.graphml,2,1,1,1,1,1
es_gsd-ud-train_6498.graphml,3,3,5,1,3,3
es_gsd-ud-train_7963.graphml,3,3,3,3,3,3
es_gsd-ud-train_4390.graphml,1,1,1,1,1,1
es_gsd-ud-train_12197.graphml,1,1,2,2,1,1
es_gsd-ud-train_9603.graphml,0,0,0,0,0,0
es_gsd-ud-train_8309.graphml,4,3,3,3,3,3
es_gsd-ud-train_689.graphml,0,0,1,0,0,0
es_gsd-ud-train_7182.graphml,0,1,0,0,2,1
es_gsd-ud-train_6488.graphml,4,2,1,1,2,3
es_gsd-ud-train_8271.graphml,3,1,3,3,1,1
es_gsd-ud-train_12976.graphml,3,2,3,3,2,2
es_gsd-ud-train_11385.graphml,0,1,2,0,1,1
es_gsd-ud-train_5066.graphml,0,0,0,0,0,0
es_gsd-ud-train_894.graphml,2,2,1,1,2,2
es_gsd-ud-train_10892.graphml,2,0,2,2,0,0
es_gsd-ud-train_9966.graphml,1,0,0,0,0,1
es_gsd-ud-train_13261.graphml,1,0,1,1,1,1
es_gsd-ud-train_2020.graphml,0,0,0,0,0,0
es_gsd-ud-train_11401.graphml,3,3,0,0,3,3
es_gsd-ud-train_7606.graphml,1,1,1,1,1,1
es_gsd-ud-train_1232.graphml,1,1,0,0,1,1
es_gsd-ud-train_12613.graphml,0,0,0,0,0,0
es_gsd-ud-train_13319.graphml,0,0,0,0,0,0
es_gsd-ud-train_4414.graphml,0,0,1,0,0,0
es_gsd-ud-train_5887.graphml,1,1,2,2,1,1
es_gsd-ud-train_6274.graphml,0,0,1,0,0,0
es_gsd-ud-train_2158.graphml,0,0,0,0,0,0
es_gsd-ud-train_11579.graphml,0,2,0,0,2,2
es_gsd-ud-train_3452.graphml,0,0,0,0,0,0
es_gsd-ud-train_9187.graphml,1,1,0,0,1,1
es_gsd-ud-train_10073.graphml,2,1,2,2,1,1
es_gsd-ud-train_2030.graphml,1,2,0,0,1,1
es_gsd-ud-train_11411.graphml,1,1,1,1,1,1
es_gsd-ud-train_7616.graphml,1,2,1,1,2,1
es_gsd-ud-train_5076.graphml,0,1,0,0,1,0
es_gsd-ud-train_10882.graphml,1,2,1,1,1,2
es_gsd-ud-train_13271.graphml,2,2,2,2,2,2
es_gsd-ud-train_9976.graphml,1,1,2,1,1,1
es_gsd-ud-train_884.graphml,5,4,7,7,3,4
es_gsd-ud-train_2148.graphml,3,3,5,3,3,3
es_gsd-ud-train_11569.graphml,2,2,1,1,2,2
es_gsd-ud-train_5897.graphml,0,0,0,0,0,0
es_gsd-ud-train_6264.graphml,0,0,0,0,0,0
es_gsd-ud-train_3442.graphml,0,0,1,0,0,0
es_gsd-ud-train_9197.graphml,1,0,2,2,1,1
es_gsd-ud-train_10063.graphml,7,3,7,7,2,3
es_gsd-ud-train_1222.graphml,0,0,1,1,0,0
es_gsd-ud-train_12603.graphml,1,1,1,1,1,1
